site,year,ions,avg_ion_conc
Q1,1988-08-24,nitrate_con,99.3076923076923
Q1,1988-08-24,mg_con,1.96
Q1,1988-08-24,ca_con,2.748333333333333
Q1,1988-08-24,amm_con,43.2
Q1,1988-08-30,k_con,0.76
Q1,1988-08-30,nitrate_con,139.44444444444446
Q1,1988-08-30,mg_con,2.43
Q1,1988-08-30,ca_con,3.48625
Q1,1988-08-30,amm_con,43.2
Q1,1988-09-06,k_con,0.7811111111111111
Q1,1988-09-06,nitrate_con,138.5
Q1,1988-09-06,mg_con,2.4744444444444444
Q1,1988-09-06,ca_con,3.6911111111111112
Q1,1988-09-06,amm_con,43.2
Q1,1988-09-13,k_con,0.7925
Q1,1988-09-13,nitrate_con,140.55555555555554
Q1,1988-09-13,mg_con,2.43875
Q1,1988-09-13,ca_con,3.665
Q1,1988-09-13,amm_con,50.25
Q1,1988-09-20,k_con,0.8175
Q1,1988-09-20,nitrate_con,133.66666666666666
Q1,1988-09-20,mg_con,2.5825
Q1,1988-09-20,ca_con,4.1049999999999995
Q1,1988-09-20,amm_con,50.25
Q1,1988-09-27,k_con,0.83125
Q1,1988-09-27,nitrate_con,132.44444444444446
Q1,1988-09-27,mg_con,2.5412500000000002
Q1,1988-09-27,ca_con,4.11375
Q1,1988-09-27,amm_con,51.333333333333336
Q1,1988-10-04,k_con,0.845
Q1,1988-10-04,nitrate_con,131.33333333333334
Q1,1988-10-04,mg_con,2.55875
Q1,1988-10-04,ca_con,4.1125
Q1,1988-10-04,amm_con,51.333333333333336
Q1,1988-10-11,k_con,0.85625
Q1,1988-10-11,nitrate_con,142
Q1,1988-10-11,mg_con,2.61
Q1,1988-10-11,ca_con,4.26125
Q1,1988-10-11,amm_con,47.5
Q1,1988-10-18,k_con,0.89375
Q1,1988-10-18,nitrate_con,141.77777777777777
Q1,1988-10-18,mg_con,2.61875
Q1,1988-10-18,ca_con,4.1625
Q1,1988-10-18,amm_con,46
Q1,1988-10-25,k_con,0.8977777777777778
Q1,1988-10-25,nitrate_con,142
Q1,1988-10-25,mg_con,2.6333333333333333
Q1,1988-10-25,ca_con,4.173333333333334
Q1,1988-10-25,amm_con,NA
Q1,1988-11-01,k_con,0.9033333333333333
Q1,1988-11-01,nitrate_con,143.11111111111111
Q1,1988-11-01,mg_con,2.6466666666666665
Q1,1988-11-01,ca_con,4.193333333333333
Q1,1988-11-01,amm_con,NA
Q1,1988-11-07,k_con,0.8333333333333334
Q1,1988-11-07,nitrate_con,143.125
Q1,1988-11-07,mg_con,2.398888888888889
Q1,1988-11-07,ca_con,4.1825
Q1,1988-11-07,amm_con,NA
Q1,1988-11-15,k_con,0.8444444444444444
Q1,1988-11-15,nitrate_con,153.625
Q1,1988-11-15,mg_con,2.3722222222222222
Q1,1988-11-15,ca_con,4.15125
Q1,1988-11-15,amm_con,NA
Q1,1988-11-22,k_con,0.8444444444444444
Q1,1988-11-22,nitrate_con,138.625
Q1,1988-11-22,mg_con,2.3777777777777778
Q1,1988-11-22,ca_con,4.1775
Q1,1988-11-22,amm_con,NA
Q1,1988-11-29,k_con,0.8555555555555555
Q1,1988-11-29,nitrate_con,140.625
Q1,1988-11-29,mg_con,2.431111111111111
Q1,1988-11-29,ca_con,4.25
Q1,1988-11-29,amm_con,NA
Q1,1988-12-06,k_con,0.8744444444444445
Q1,1988-12-06,nitrate_con,144.625
Q1,1988-12-06,mg_con,2.438888888888889
Q1,1988-12-06,ca_con,4.285
Q1,1988-12-06,amm_con,NA
Q1,1988-12-13,k_con,0.8888888888888888
Q1,1988-12-13,nitrate_con,149.25
Q1,1988-12-13,mg_con,2.47
Q1,1988-12-13,ca_con,4.3175
Q1,1988-12-13,amm_con,NA
Q1,1988-12-20,k_con,0.8588888888888889
Q1,1988-12-20,nitrate_con,153
Q1,1988-12-20,mg_con,2.502222222222222
Q1,1988-12-20,ca_con,4.32875
Q1,1988-12-20,amm_con,NA
Q1,1988-12-27,k_con,0.85
Q1,1988-12-27,nitrate_con,153.375
Q1,1988-12-27,mg_con,2.5044444444444443
Q1,1988-12-27,ca_con,4.31875
Q1,1988-12-27,amm_con,NA
Q1,1989-01-03,k_con,0.851111111111111
Q1,1989-01-03,nitrate_con,153.75
Q1,1989-01-03,mg_con,2.5
Q1,1989-01-03,ca_con,4.2925
Q1,1989-01-03,amm_con,NA
Q1,1989-01-10,k_con,0.9177777777777778
Q1,1989-01-10,nitrate_con,153.55555555555554
Q1,1989-01-10,mg_con,2.7688888888888887
Q1,1989-01-10,ca_con,4.292222222222223
Q1,1989-01-10,amm_con,NA
Q1,1989-01-17,k_con,0.9088888888888889
Q1,1989-01-17,nitrate_con,130.11111111111111
Q1,1989-01-17,mg_con,2.783333333333333
Q1,1989-01-17,ca_con,4.293333333333333
Q1,1989-01-17,amm_con,NA
Q1,1989-01-24,k_con,0.8866666666666666
Q1,1989-01-24,nitrate_con,145.44444444444446
Q1,1989-01-24,mg_con,2.8
Q1,1989-01-24,ca_con,4.251111111111111
Q1,1989-01-24,amm_con,NA
Q1,1989-01-31,k_con,0.8677777777777778
Q1,1989-01-31,nitrate_con,144.55555555555554
Q1,1989-01-31,mg_con,2.8033333333333332
Q1,1989-01-31,ca_con,4.204444444444444
Q1,1989-01-31,amm_con,NA
Q1,1989-02-07,k_con,0.8488888888888889
Q1,1989-02-07,nitrate_con,141.77777777777777
Q1,1989-02-07,mg_con,2.791111111111111
Q1,1989-02-07,ca_con,4.096666666666667
Q1,1989-02-07,amm_con,NA
Q1,1989-02-14,k_con,0.8366666666666667
Q1,1989-02-14,nitrate_con,138.11111111111111
Q1,1989-02-14,mg_con,2.7466666666666666
Q1,1989-02-14,ca_con,4.073333333333333
Q1,1989-02-14,amm_con,NA
Q1,1989-02-21,k_con,0.8366666666666667
Q1,1989-02-21,nitrate_con,130.88888888888889
Q1,1989-02-21,mg_con,2.73
